hour,headway_schedule,avg_waiting_time,served,leftover,arrived,fitness,fleet_size,schedule_type
7,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2020,0,2020,33605.25,20,static
8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2280,0,2280,33605.25,20,static
9,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2260,0,2260,33605.25,20,static
10,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2260,0,2260,33605.25,20,static
11,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2260,0,2260,33605.25,20,static
12,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2240,0,2240,33605.25,20,static
13,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,2040,0,2040,33605.25,20,static
14,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.5,940,0,940,33605.25,20,static
0,"[4, 4, 4, 4, 9, 5, 10, 11, 4, 4, 1]",3.533333333333333,2040,0,2040,18492.366666666665,20,dynamic
1,"[4, 8, 4, 4, 3, 3, 3, 11, 6, 3, 8, 3]",3.149933657673596,2261,0,2261,20171.024767801857,20,dynamic
2,"[5, 5, 3, 5, 6, 10, 4, 5, 9, 6, 2]",3.183333333333333,2280,0,2280,18491.141666666666,20,dynamic
3,"[3, 6, 8, 4, 3, 3, 3, 6, 7, 4, 5, 5, 3]",2.6000891662951404,2243,0,2243,21849.10031208203,20,dynamic
4,"[5, 6, 4, 5, 3, 5, 5, 5, 4, 4, 6, 3, 5]",2.3997042878265153,2029,0,2029,21848.398965007393,20,dynamic
5,"[3, 4, 5, 8, 3, 5, 9, 4, 4, 3, 4, 6, 2]",2.7155837004405288,1816,0,1816,21849.50454295154,20,dynamic
6,"[5, 4, 3, 4, 6, 3, 3, 4, 3, 4, 3, 8, 7, 3]",2.433333333333333,1800,0,1800,23528.516666666666,20,dynamic
7,"[3, 3, 4, 3, 3, 11, 4, 5, 4, 5, 8, 7]",3.0658415841584157,2020,0,2020,20170.730445544556,20,dynamic
8,"[7, 6, 4, 8, 12, 7, 7, 3, 3, 3]",3.6158751099384343,2274,0,2274,16812.655562884785,20,dynamic
9,"[5, 6, 4, 5, 12, 7, 6, 5, 4, 4, 2]",3.2668141592920352,2260,0,2260,18491.43384955752,20,dynamic
10,"[4, 10, 7, 4, 9, 4, 5, 6, 6, 5]",3.332523199292974,2263,0,2263,16811.663831197526,20,dynamic
11,"[4, 11, 11, 4, 3, 3, 6, 5, 5, 4, 4]",3.4173297966401415,2262,0,2262,18491.96065428824,20,dynamic
12,"[7, 4, 3, 3, 9, 4, 5, 3, 7, 4, 5, 4, 2]",2.70013357079252,2246,0,2246,21849.450467497772,20,dynamic
13,"[3, 3, 6, 3, 8, 3, 8, 6, 9, 6, 5]",3.151492902594224,2043,0,2043,18491.03022515908,20,dynamic
14,"[7, 3, 8, 4, 5, 13, 3, 3, 8, 3, 3]",3.5992529348986126,937,0,937,18492.597385272144,20,dynamic
